,entity,CIK,Full_CIK,ticker
6430,"DESTINATION XL GROUP, INC.",813298,CIK0000813298,DXLG
6431,Information Services Group Inc.,1371489,CIK0001371489,III
6432,"Bion Environmental Technologies, Inc.",875729,CIK0000875729,BNET
6433,Ovid Therapeutics Inc.,1636651,CIK0001636651,OVID
6434,"Acumen Pharmaceuticals, Inc.",1576885,CIK0001576885,ABOS
6435,SOUTHEAST AIRPORT GROUP,1123452,CIK0001123452,ASRMF
6436,"RANI THERAPEUTICS HOLDINGS, INC.",1856725,CIK0001856725,RANI
6437,BRT APARTMENTS CORP.,14846,CIK0000014846,BRT
6438,"KORU MEDICAL SYSTEMS, INC.",704440,CIK0000704440,KRMD
6439,,0001275617,CIK0001275617,UTF
6440,ASTIKA HOLDINGS INC.,1511161,CIK0001511161,ASKH
6441,AECOM,868857,CIK0000868857,ACM
6442,"MOHAWK INDUSTRIES, INC.",851968,CIK0000851968,MHK
6443,GETTY REALTY CORP.,1052752,CIK0001052752,GTY
6444,"High Wire Networks, Inc.",1413891,CIK0001413891,HWNI
6445,"SPAR GROUP, Inc.",1004989,CIK0001004989,SGRP
6446,"QUALIS INNOVATIONS, INC.",0001871181,CIK0001871181,QLIS
6447,WHEATON PRECIOUS METALS CORP.,1323404,CIK0001323404,WPM
6448,"Upland Software, Inc.",1505155,CIK0001505155,UPLD
6449,Digihost Technology Inc.,0001854368,CIK0001854368,DGHI
6450,Phoenix New Media Limited,1509646,CIK0001509646,FENG
6451,"HIGH SIERRA TECHNOLOGIES, INC.",1365388,CIK0001365388,HSTI
6452,The Chemours Company,1627223,CIK0001627223,CC
6453,TRINITY INDUSTRIES INC,99780,CIK0000099780,TRN
6454,ALARUM TECHNOLOGIES LTD.,1725332,CIK0001725332,SFET
6455,CF BANKSHARES INC.,1070680,CIK0001070680,CFBK
6456,"WRIGHT INVESTORS’ SERVICE HOLDINGS, INC.",1279715,CIK0001279715,IWSH
6457,Energy Services of America Corporation,1357971,CIK0001357971,ESOA
6458,"ZZLL INFORMATION TECHNOLOGY, INC",1365357,CIK0001365357,ZZLL
6459,GABBIT CORP.,1657564,CIK0001657564,GBTT
6460,"SPERO THERAPEUTICS, INC.",1701108,CIK0001701108,SPRO
6461,TCW SPECIAL PURPOSE ACQUISITION CORP.,1838219,CIK0001838219,TSPQ
6462,LF Capital Acquisition Corp. II,0001851266,CIK0001851266,LFACW
6463,"eXp World Holdings, Inc.",1495932,CIK0001495932,EXPI
6464,Social Capital Hedosophia Holdings Corp. IV,1818876,CIK0001818876,IPOD
6465,Central North Airport Group,1378239,CIK0001378239,GAERF
6466,TPG Inc.,0001880661,CIK0001880661,TPG
6467,"Viemed Healthcare, Inc.",1729149,CIK0001729149,VMD
6468,"American Outdoor Brands, Inc.",1808997,CIK0001808997,AOUT
6469,,0001074692,CIK0001074692,CEV
6470,"Cboe Global Markets, Inc.",1374310,CIK0001374310,CBOE
6471,"Catalyst Biosciences, Inc.",1124105,CIK0001124105,CBIO
6472,AIRNET TECHNOLOGY INC.,1413745,CIK0001413745,ANTE
6473,"PGT Innovations, Inc.",1354327,CIK0001354327,PGTI
6474,Spire Inc.,1126956,CIK0001126956,SRCU
6475,ALE Group Holding Limited,0001806905,CIK0001806905,ALEH
6476,SHARING ECONOMY INTERNATIONAL INC.,819926,CIK0000819926,SEII
6477,WISCONSIN ELECTRIC POWER COMPANY,107815,CIK0000107815,WELPM
6478,COHU INC,21535,CIK0000021535,COHU
6479,ZimVie Inc.,0001876588,CIK0001876588,ZIMV
6480,CAPITAL PRODUCT PARTNERS L.P,1392326,CIK0001392326,CPLP
6481,"GULF WEST SECURITY NETWORK, INC.",1592603,CIK0001592603,GWSN
6482,"GUOCHUN INTERNATIONAL INC. (FORMER NAME: CHARMT, INC.)",1765048,CIK0001765048,CHMT
6483,TOP SHIPS INC.,1296484,CIK0001296484,TOPS
6484,"CareMax, Inc.",1813914,CIK0001813914,CMAXW
6485,UAS Drone Corp.,1638911,CIK0001638911,USDR
6486,"BORQS TECHNOLOGIES, INC.",1650575,CIK0001650575,BRQS
6487,"Wyndham Hotels & Resorts, Inc.",1722684,CIK0001722684,WH
6488,EDISON INTERNATIONAL,827052,CIK0000827052,EIX
6489,AMJ Global Technology,1593773,CIK0001593773,KGNR
6490,"ANSYS, Inc.",1013462,CIK0001013462,ANSS
6491,Coro Global Inc.,842013,CIK0000842013,CGLO
6492,VERRA MOBILITY CORPORATION,1682745,CIK0001682745,VRRMW
6493,"TECH CENTRAL, INC.",1639874,CIK0001639874,TCHC
6494,"United States Gasoline Fund, LP",1396878,CIK0001396878,UGA
6495,QUANTUM COMPUTING INC.,1758009,CIK0001758009,QUBT
6496,ZEPP HEALTH CORP,1720446,CIK0001720446,ZEPP
6497,Estee Lauder Companies Inc,1001250,CIK0001001250,EL
6498,"TIANCI INTERNATIONAL, INC.",1557798,CIK0001557798,CIIT
6499,TEVA PHARMACEUTICAL INDUSTRIES LIMITED,818686,CIK0000818686,TEVJF
6500,"Rhinebeck Bancorp, Inc.",1751783,CIK0001751783,RBKB
6501,DMK PHARMACEUTICALS CORPORATION,887247,CIK0000887247,ADMP
6502,"APPLE iSPORTS GROUP, INC.",1134982,CIK0001134982,PVNC
6503,"Atea Pharmaceuticals, Inc.",1593899,CIK0001593899,AVIR
6504,"PORTSMOUTH SQUARE, INC.",79661,CIK0000079661,PRSI
6505,"THARIMMUNE, INC.",0001861657,CIK0001861657,HILS
6506,TRAILBLAZER RESOURCES INC.,1119807,CIK0001119807,ENCC
6507,"Benson Hill, Inc.",1830210,CIK0001830210,BHIL
6508,"PRESSURE BIOSCIENCES, INC.",830656,CIK0000830656,PBIO
6509,Aramark,1584509,CIK0001584509,ARMK
6510,"YUMMIES, INC",1073748,CIK0001073748,YUMM
6511,"BLACKSTAR ENTERPRISE GROUP, INC.",1483646,CIK0001483646,BEGI
6512,"German American Bancorp, Inc.",714395,CIK0000714395,GABC
6513,ONEMEDNET     CORPORATION,1849380,CIK0001849380,DKDCW
6514,"SCYNEXIS, Inc.",1178253,CIK0001178253,SCYX
6515,S&T BANCORP INC.,719220,CIK0000719220,STBA
6516,"WESBANCO, INC.",203596,CIK0000203596,WSBCP
6517,"SYNEOS HEALTH, INC.",1610950,CIK0001610950,SYNH
6518,RITO GROUP CORP.,1646576,CIK0001646576,RTTO
6519,"YETI Holdings, Inc.",1670592,CIK0001670592,YETI
6520,The Beauty Health Company,1818093,CIK0001818093,SKIN
6521,MOUNTAIN CREST ACQUISITION CORP. V,0001859035,CIK0001859035,MCAG
6522,"Humacyte, Inc.",1818382,CIK0001818382,HUMAW
6523,Nomad Foods Ltd.,1651717,CIK0001651717,NOMD
6524,SilverCrest Metals Inc.,1659520,CIK0001659520,SILV
6525,908 DEVICES INC.,1555279,CIK0001555279,MASS
6526,FUSE GROUP HOLDING INC,1636051,CIK0001636051,FUST
6527,DUNXIN FINANCIAL HOLDINGS LIMITED,1499494,CIK0001499494,DXF
6528,"PASSUR AEROSPACE, INC.",225628,CIK0000225628,PSSR
6529,"JAKKS Pacific, Inc.",1009829,CIK0001009829,JAKK
6530,MOONLAKE IMMUNOTHERAPEUTICS,1821586,CIK0001821586,MLTX
6531,"OneConnect Financial Technology Co., Ltd.",1780531,CIK0001780531,OCFT
6532,"AMERICAN CANNABIS COMPANY, INC.",945617,CIK0000945617,AMMJ
6533,ICTS INTERNATIONAL N.V.,1010134,CIK0001010134,ICTSF
6534,"KYMERA THERAPEUTICS, INC.",1815442,CIK0001815442,KYMR
6535,Belong Acquisition Corp.,1842384,CIK0001842384,BLNGW
6536,"ChargePoint Holdings, Inc.",1777393,CIK0001777393,CHPT
6537,American States Water Company,1056903,CIK0001056903,AWR
6538,KITE REALTY GROUP TRUST,1286043,CIK0001286043,KRG
6539,STANDARD BIOTOOLS INC.,1162194,CIK0001162194,LAB
6540,"FRONTIER COMMUNICATIONS PARENT, INC.",20520,CIK0000020520,FYBR
6541,UC ASSET LP,1723517,CIK0001723517,UCASU
6542,Golden Growers Cooperative,1489874,CIK0001489874,GGROU
6543,"CHARAH SOLUTIONS, INC",1730346,CIK0001730346,CHRB
6544,WORKIVA INC,1445305,CIK0001445305,WK
6545,NLS PHARMACEUTICS LTD.,1783036,CIK0001783036,NLSPW
6546,"FORUM ENERGY TECHNOLOGIES, INC.",1401257,CIK0001401257,FET
6547,CLEARONE INC,840715,CIK0000840715,CLRO
6548,"TOMI ENVIRONMENTAL SOLUTIONS, INC.",314227,CIK0000314227,TOMZ
6549,Byrna Technologies Inc.,1354866,CIK0001354866,BYRN
6550,"Luminar Technologies, Inc./DE",1758057,CIK0001758057,LAZR
6551,"AlTi Global, Inc.",1838615,CIK0001838615,GLBLW
6552,Freeline Therapeutics Holdings plc,1810031,CIK0001810031,FRLN
6553,Super Group (SGHC) Limited,0001878057,CIK0001878057,SGHC
6554,REE Automotive Ltd,0001843588,CIK0001843588,REEAW
6555,Cimpress plc,1262976,CIK0001262976,CMPR
6556,TECNOGLASS INC.,1534675,CIK0001534675,TGLS
6557,"INCAPTA, INC.",1099234,CIK0001099234,INCT
6558,VEECO INSTRUMENTS INC,103145,CIK0000103145,VECO
6559,ARCTOS NORTHSTAR ACQUISITION CORP.,1829558,CIK0001829558,ANAC
6560,"MARATHON BANCORP, INC.",1835385,CIK0001835385,MBBC
6561,KOPIN CORPORATION,771266,CIK0000771266,KOPN
6562,"Vynleads, Inc.",1745078,CIK0001745078,VYND
6563,ALTEX INDUSTRIES INC,775057,CIK0000775057,ALTX
6564,FinServ Acquisition Corp. II,1834336,CIK0001834336,FSRXW
6565,GENERAL DYNAMICS CORPORATION,40533,CIK0000040533,GD
6566,ABSOLUTE SOFTWARE CORPORATION,1071058,CIK0001071058,ABST
6567,GLOBAL STAR ACQUISITION INC.,0001922331,CIK0001922331,GLST
6568,Banner Acquisition Corp.,1852332,CIK0001852332,BNNRW
6569,"Daktronics, Inc.",915779,CIK0000915779,DAKT
6570,"IF Bancorp, Inc.",1514743,CIK0001514743,IROQ
6571,Addex Therapeutics Ltd.,1574232,CIK0001574232,ADXN
6572,Arco Platform Ltd.,1740594,CIK0001740594,ARCE
6573,MEDIACO HOLDING INC.,1784254,CIK0001784254,MDIA
6574,ARBUTUS BIOPHARMA CORP,1447028,CIK0001447028,ABUS
6575,"Kubient, Inc.",1729750,CIK0001729750,KBNTW
6576,"AVINGER, INC.",1506928,CIK0001506928,AVGR
6577,"Moatable, Inc.",1509223,CIK0001509223,RENN
6578,NOVELSTEM INTERNATIONAL CORP.,912544,CIK0000912544,NSTM
6579,The Southern Company,92122,CIK0000092122,SOJE
6580,,0001562818,CIK0001562818,BIT
6581,LGL GROUP INC,61004,CIK0000061004,LGL
6582,"Resonate Blends, Inc.",897078,CIK0000897078,KOAN
6583,"GLOBAL ARENA HOLDING, INC.",1138724,CIK0001138724,GAHC
6584,Nam Tai Property Inc.,829365,CIK0000829365,NTP
6585,COUPA SOFTWARE INC,1385867,CIK0001385867,COUP
6586,W&E Source Corp.,1368275,CIK0001368275,WESC
6587,"BITMINE     IMMERSION TECHNOLOGIES, INC.",1829311,CIK0001829311,BMNR
6588,REG TECHNOLOGIES INC,925541,CIK0000925541,REGRF
6589,"AUTOLIV, INC.",1034670,CIK0001034670,ALV
6590,Blackstone Inc,1393818,CIK0001393818,BX
6591,SIFY TECHNOLOGIES LTD,1094324,CIK0001094324,SIFY
6592,"MAPTELLIGENT, INC.",1697935,CIK0001697935,MAPT
6593,UN MONDE INTERNATIONAL LTD.,1415813,CIK0001415813,ARMC
6594,PRECISION BIOSCIENCES INC,1357874,CIK0001357874,DTIL
6595,DANAHER CORPORATION,313616,CIK0000313616,DHR
6596,PLDT Inc.,78150,CIK0000078150,PHTCF
6597,CHEMED CORPORATION,19584,CIK0000019584,CHE
6598,"NOCOPI TECHNOLOGIES, INC.",888981,CIK0000888981,NNUPD
6599,BRILLIANT N.E.V. CORP.,1681769,CIK0001681769,CCYC
6600,HUTCHMED (CHINA) LIMITED,1648257,CIK0001648257,HMDCF
6601,CALIFORNIA FIRST NATIONAL BANCORP,803016,CIK0000803016,CFNB
6602,Luokung Technology Corp.,1487839,CIK0001487839,LKCO
6603,THE GORMAN-RUPP COMPANY,42682,CIK0000042682,GRC
6604,"STEM HOLDINGS, INC.",1697834,CIK0001697834,STMH
6605,"Singular Genomics Systems, Inc.",1850906,CIK0001850906,OMIC
6606,Grayscale Bitcoin Trust (BTC),1588489,CIK0001588489,GBTC
6607,MU GLOBAL HOLDING LIMITED,1746119,CIK0001746119,MUGH
6608,New Found Gold Corp.,0001840616,CIK0001840616,NFGC
6609,AERKOMM INC.,1590496,CIK0001590496,AKOM
6610,"INNOVATIVE FOOD HOLDINGS, INC.",312257,CIK0000312257,IVFH
6611,DESIGNER BRANDS INC.,1319947,CIK0001319947,DBI
6612,SNAP ONE HOLDINGS CORP.,1856430,CIK0001856430,SNPO
6613,"Solitron Devices, Inc.",91668,CIK0000091668,SODI
6614,HEWLETT PACKARD ENTERPRISE COMPANY,1645590,CIK0001645590,HPE
6615,LiquidValue Development Inc.,1503658,CIK0001503658,LVDW
6616,PILLARSTONE CAPITAL REIT,928953,CIK0000928953,PRLE
6617,"Avidity Biosciences, Inc.",1599901,CIK0001599901,RNA
6618,ADIT EDTECH ACQUISITION CORP.,1830029,CIK0001830029,ADEX
6619,TRACTOR SUPPLY CO /DE/,916365,CIK0000916365,TSCO
6620,COMMVAULT SYSTEMS INC,1169561,CIK0001169561,CVLT
6621,LIQUIDMETAL TECHNOLOGIES INC,1141240,CIK0001141240,LQMT
6622,TAYLOR MORRISON HOME CORP,1562476,CIK0001562476,TMHC
6623,SuRo Capital Corp.,0001509470,CIK0001509470,SSSSL
6624,"SINTX Technologies, Inc.",1269026,CIK0001269026,SINT
6625,"Outset Medical, Inc.",1484612,CIK0001484612,OM
6626,"Terminix Global Holdings, Inc.",1428875,CIK0001428875,TMX
6627,NOVANTA INC.,1076930,CIK0001076930,NOVT
6628,"ACREAGE HOLDINGS, INC.",1762359,CIK0001762359,ACRDF
6629,"DOLPHIN ENTERTAINMENT, INC.",1282224,CIK0001282224,DLPN
6630,Global Medical REIT Inc.,1533615,CIK0001533615,GMRE
6631,Cushman & Wakefield plc,1628369,CIK0001628369,CWK
6632,NUBIA BRAND INTERNATIONAL CORP.,0001881551,CIK0001881551,NUBIW
6633,"NetApp, Inc.",1002047,CIK0001002047,NTAP
6634,Aon plc,315293,CIK0000315293,AON
6635,FELLAZO CORP.,1659207,CIK0001659207,FLLZ
6636,Primoris Services Corporation,1361538,CIK0001361538,PRIM
6637,PROTHENA CORPORATION PUBLIC LIMITED COMPANY,1559053,CIK0001559053,PRTA
6638,MCEWEN MINING INC.,314203,CIK0000314203,MUX
6639,"Alignment Healthcare, Inc.",1832466,CIK0001832466,ALHC
6640,"ARDELYX, INC.",1437402,CIK0001437402,ARDX
6641,"DERMTECH, INC.",1651944,CIK0001651944,DMTK
6642,Univar Solutions Inc.,1494319,CIK0001494319,UNVR
6643,DZS INC,1101680,CIK0001101680,DZSI
6644,INTERNATIONAL FLAVORS & FRAGRANCES INC,51253,CIK0000051253,IFF
6645,Quotient Technology Inc.,1115128,CIK0001115128,QUOT
6646,"PRECISION OPTICS CORPORATION, INC.",867840,CIK0000867840,PEYE
6647,enCore Energy Corp.,0001500881,CIK0001500881,ENCUD
6648,EOS Inc.,1651958,CIK0001651958,EOSS
6649,"ORASURE TECHNOLOGIES, INC",1116463,CIK0001116463,OSUR
6650,FOXWAYNE ENTERPRISES ACQUISITION CORP.,1829999,CIK0001829999,FOXWW
6651,Amalgamated Financial Corp.,1823608,CIK0001823608,AMAL
6652,LITHIUM CORPORATION,1415332,CIK0001415332,LTUM
6653,"CABALETTA BIO, INC.",1759138,CIK0001759138,CABA
6654,ZUMIEZ INC,1318008,CIK0001318008,ZUMZ
6655,Marriott Vacations Worldwide Corp,1524358,CIK0001524358,VAC
6656,"PACIFIC OAK STRATEGIC OPPORTUNITY REIT, INC.",1452936,CIK0001452936,PCOK
6657,"WESTELL TECHNOLOGIES, INC.",1002135,CIK0001002135,WSTL
6658,MAGIC SOFTWARE ENTERPRISES LTD,876779,CIK0000876779,MGIC
6659,"MSC INDUSTRIAL DIRECT CO., INC.",1003078,CIK0001003078,MSM
6660,NextDecade Corp.,1612720,CIK0001612720,NEXT
6661,DATASEA INC.,1631282,CIK0001631282,DTSS
6662,TERRALENE FUELS CORP,1076262,CIK0001076262,GSPT
6663,,0001061353,CIK0001061353,DHY
6664,"SCIENTIFIC ENERGY, INC.",1276531,CIK0001276531,SCGY
6665,"First High-School Education Group Co., Ltd.",1786182,CIK0001786182,FHS
6666,"Ecomax,     Inc.",1008653,CIK0001008653,EMAX
6667,"STRYVE FOODS, INC.",1691936,CIK0001691936,SNAXW
6668,Magnolia Oil & Gas Corp,1698990,CIK0001698990,MGY
6669,CARRIER GLOBAL CORPORATION,1783180,CIK0001783180,CARR
6670,Kalera Public Limited Company,0001909152,CIK0001909152,KALWW
6671,"GOLD ROCK HOLDINGS, INC.",894501,CIK0000894501,GRHI
6672,Vertiv Holdings Co,1674101,CIK0001674101,VRT
6673,VALERO ENERGY CORP/TX,1035002,CIK0001035002,VLO
6674,"SPRINGWORKS THERAPEUTICS, INC.",1773427,CIK0001773427,SWTX
6675,Digatrade Financial Corp,1369128,CIK0001369128,DIGAF
6676,"Black Stone Minerals, L.P.",1621434,CIK0001621434,BSM
6677,Clean Earth Acquisitions Corp.,0001883984,CIK0001883984,CLINW
6678,STARK FOCUS GROUP INC.,1794942,CIK0001794942,SKFG
6679,"RED VIOLET, INC.",1720116,CIK0001720116,RDVT
6680,"DELTA AIR LINES, INC.",27904,CIK0000027904,DAL
6681,Genius Sports Limited,1834489,CIK0001834489,GENI
6682,WHEELS UP EXPERIENCE INC.,1819516,CIK0001819516,UP
6683,Huize Holding Limited,1778982,CIK0001778982,HUIZ
6684,"DoubleVerify Holdings, Inc.",1819928,CIK0001819928,DV
6685,MGIC Investment Corp,876437,CIK0000876437,MTG
6686,"ZIPRECRUITER, INC.",1617553,CIK0001617553,ZIP
6687,"Mid-Southern Bancorp, Inc.",1734875,CIK0001734875,MSVB
6688,EMX ROYALTY CORPORATION,1285786,CIK0001285786,EMX
6689,MicroCloud Hologram Inc.,1841209,CIK0001841209,GPCOW
6690,VIEWBIX INC.,797542,CIK0000797542,VBIXD
6691,"TELEMYND, INC.",1771077,CIK0001771077,PSYC
6692,"WORLD WRESTLING ENTERTAINMENT, INC.",1091907,CIK0001091907,WWE
6693,"Robinhood Markets, Inc.",1783879,CIK0001783879,HOOD
6694,AENZA S.A.A.,1572621,CIK0001572621,AENZ
6695,"KARTOON STUDIOS, INC.",1355848,CIK0001355848,GNUS
6696,XOMA Corporation,791908,CIK0000791908,XOMAP
6697,"MISSION PRODUCE, INC.",1802974,CIK0001802974,AVO
6698,"INTELLIA THERAPEUTICS, INC.",1652130,CIK0001652130,NTLA
6699,"LIFECORE BIOMEDICAL, INC.",1005286,CIK0001005286,LNDC
6700,"REDWOOD TRUST, INC.",930236,CIK0000930236,RWT
6701,"BLUE BIOFUELS, INC.",1549145,CIK0001549145,BIOF
6702,"LZG INTERNATIONAL, INC.",1126115,CIK0001126115,LZGI
6703,INGREDION INCORPORATED,1046257,CIK0001046257,INGR
6704,"QVC, Inc.",1254699,CIK0001254699,QVCC
6705,"Embassy Bancorp, Inc.",1449794,CIK0001449794,EMYB
6706,"VIRTRA, INC.",1085243,CIK0001085243,VTSI
6707,Venator Materials PLC,1705682,CIK0001705682,VNTR
6708,GOLDENSTONE ACQUISITION LIMITED,0001858007,CIK0001858007,GDSTW
6709,ALPINE ACQUISITION CORPORATION,1853651,CIK0001853651,REVEW
6710,Cars.com Inc.,1683606,CIK0001683606,CARS
6711,SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY LIMITED,1782309,CIK0001782309,EDTK
6712,OI S.A. - In Judicial Reorganization,1160846,CIK0001160846,OIBZQ
6713,CENTURY COBALT CORP.,1456802,CIK0001456802,CCOB
6714,CooTek(Cayman)Inc.,1734262,CIK0001734262,CTKYY
6715,"BORN, INC.",1397795,CIK0001397795,BRRN
6716,CANCER CAPITAL CORP.,1130889,CIK0001130889,CNCL
6717,"Gushen, Inc.",1639327,CIK0001639327,GSHN
6718,SCREAMING EAGLE ACQUISITION CORP.,0001893325,CIK0001893325,SCRMW
6719,Sachem Capital Corp.,1682220,CIK0001682220,SCCG
6720,,0001322435,CIK0001322435,ETW
6721,NORTHERN STAR INVESTMENT CORP. IV,1835814,CIK0001835814,NSTD
6722,NeuroSense Therapeutics Ltd.,0001875091,CIK0001875091,NRSNW
6723,"MAGNITE, INC.",1595974,CIK0001595974,MGNI
6724,APEIRON CAPITAL INVESTMENT CORP.,0001849011,CIK0001849011,APN
6725,LAMF GLOBAL VENTURES CORP. I,0001879297,CIK0001879297,LGVCW
6726,ironSource Ltd,0001837430,CIK0001837430,IS
6727,AVALON ADVANCED MATERIALS INC.,1362898,CIK0001362898,AVLNF
6728,"Rapid Micro Biosystems, Inc.",1380106,CIK0001380106,RPID
6729,NUTRA PHARMA CORP,1119643,CIK0001119643,NPHC
6730,ASLAN PHARMACEUTICALS LIMITED,1722926,CIK0001722926,ASLN
6731,"BIG THREE RESTAURANTS, INC.",1499855,CIK0001499855,GTOR
6732,"ZONED PROPERTIES, INC.",1279620,CIK0001279620,ZDPY
6733,CEMEX SAB DE CV,1076378,CIK0001076378,CXMSF
6734,BANK OF CHILE,1161125,CIK0001161125,BCH
6735,ATLANTIC UNION BANKSHARES CORPORATION,883948,CIK0000883948,AUBAP
6736,BON NATURAL LIFE LIMITED,1816815,CIK0001816815,BON
6737,"Verde Resources, Inc.",1506929,CIK0001506929,VRDR
6738,FORMULA SYSTEMS (1985) LTD.,1045986,CIK0001045986,FORTY
6739,"Taysha Gene Therapies, Inc.",1806310,CIK0001806310,TSHA
6740,NEXTERA ENERGY INC,753308,CIK0000753308,NEE
6741,"PROTOKINETIX, INCORPORATED",1128189,CIK0001128189,PKTX
6742,"ASCEND WELLNESS HOLDINGS, INC.",1756390,CIK0001756390,AAWH
6743,"Orion Energy Systems, Inc.",1409375,CIK0001409375,OESX
6744,Ball Corp,9389,CIK0000009389,BALL
6745,The Cigna Group,1739940,CIK0001739940,CI
6746,Vornado Realty Trust,899689,CIK0000899689,VNORP
6747,ENVISTA HOLDINGS CORPORATION,1757073,CIK0001757073,NVST
6748,ACV Auctions Inc.,1637873,CIK0001637873,ACVA
6749,"POSHMARK, INC.",1825480,CIK0001825480,POSH
6750,NYXOAH SA,0001857190,CIK0001857190,NYXH
6751,"RGC Resources, Inc.",1069533,CIK0001069533,RGCO
6752,"Hanjiao Group, Inc.",1421819,CIK0001421819,HJGP
6753,"CARTER BANKSHARES, INC.",1829576,CIK0001829576,CARE
6754,AXCELLA HEALTH INC.,1633070,CIK0001633070,AXLA
6755,ADAMAS ONE CORP.,0001884072,CIK0001884072,JEWL
6756,LITHIUM AMERICAS CORP.,1440972,CIK0001440972,LAC
6757,DUESENBERG TECHNOLOGIES INC.,1551887,CIK0001551887,DUSYF
6758,GORILLA TECHNOLOGY GROUP INC.,0001903145,CIK0001903145,GRRRW
6759,"VALHI, INC.",59255,CIK0000059255,VHI
6760,"Foot Locker, Inc.",850209,CIK0000850209,FL
6761,"EXLSERVICE HOLDINGS, INC.",1297989,CIK0001297989,EXLS
6762,"FFBW, Inc. /MD/",1787384,CIK0001787384,FFBW
6763,PERIPHAS CAPITAL PARTNERING CORPORATION,1824993,CIK0001824993,PCPC
6764,GENESIS ENERGY LP,1022321,CIK0001022321,GEL
6765,"EVMO, INC.",1691077,CIK0001691077,YAYO
6766,"EMCOR Group, Inc.",105634,CIK0000105634,EME
6767,"United Airlines Holdings, Inc.",100517,CIK0000100517,UAL
6768,"Yoshitsu Co., Ltd",0001836242,CIK0001836242,TKLF
6769,THE COMMUNITY FINANCIAL CORPORATION,855874,CIK0000855874,TCFC
6770,"TAUTACHROME, INC.",1389067,CIK0001389067,TTCM
6771,GAMEPLAN INC,1095146,CIK0001095146,ABIT
6772,"Cyteir Therapeutics, Inc.",1662244,CIK0001662244,CYT
6773,InterContinental Hotels Group PLC,858446,CIK0000858446,IHG
6774,"CITY OFFICE REIT, INC.",1593222,CIK0001593222,CIO
6775,MULLEN AUTOMOTIVE INC.,1499961,CIK0001499961,MULN
6776,"WB Burgers Asia, INC.",1787412,CIK0001787412,WBBA
6777,STEMTECH CORPORATION,1511820,CIK0001511820,STEK
6778,ACCURAY INCORPORATED,1138723,CIK0001138723,ARAY
6779,QUICKLOGIC Corp,882508,CIK0000882508,QUIK
6780,"AEVA TECHNOLOGIES, INC.",1789029,CIK0001789029,AEVA
6781,"HFactor, Inc.",1144546,CIK0001144546,HWTR
6782,"HOME BANCORP, INC.",1436425,CIK0001436425,HBCP
6783,HAWAIIAN ELECTRIC CO INC,46207,CIK0000046207,HAWLM
6784,"Major League Football, Inc.",1308569,CIK0001308569,MLFB
6785,"HUAIZHONG HEALTH GROUP, INC.",1593204,CIK0001593204,ADAD
6786,,0001771226,CIK0001771226,RMM
6787,Secoo Holding Limited,1633441,CIK0001633441,SECO
6788,"HubSpot, Inc.",1404655,CIK0001404655,HUBS
6789,"GLOBUS MEDICAL, INC.",1237831,CIK0001237831,GMED
6790,"Rocket Pharmaceuticals, Inc.",1281895,CIK0001281895,RCKT
6791,ELME COMMUNITIES,104894,CIK0000104894,WRE
6792,SAFEGUARD SCIENTIFICS INC,86115,CIK0000086115,SFE
6793,"OCUGEN, INC.",1372299,CIK0001372299,OCGN
6794,"MINERVA SURGICAL, INC.",1452965,CIK0001452965,UTRS
6795,"KERNEL GROUP HOLDINGS, INC.",1832950,CIK0001832950,KRNLW
6796,DouYu International Holdings Limited,1762417,CIK0001762417,DOYU
6797,"FINGERMOTION, INC.",1602409,CIK0001602409,FNGR
6798,"CONTINENTAL RESOURCES, INC.",732834,CIK0000732834,CLR
6799,EchoStar Corporation,1415404,CIK0001415404,SATS
6800,Monument Circle Acquisition Corp.,1828325,CIK0001828325,MONCW
6801,Glenfarne Merger Corp.,1818880,CIK0001818880,GGMCW
6802,Matador Resources Company,1520006,CIK0001520006,MTDR
6803,ANGEL POND HOLDINGS CORPORATION,1842430,CIK0001842430,POND
6804,UNITIL CORPORATION,755001,CIK0000755001,UTL
6805,"ALZAMEND NEURO, INC.",1677077,CIK0001677077,ALZN
6806,"Stabilis Solutions, Inc.",1043186,CIK0001043186,SLNG
6807,"FARMERS & MERCHANTS BANCORP, INC.",792966,CIK0000792966,FMAO
6808,GLOBAL SEED CORP,1524829,CIK0001524829,GLBD
6809,"KBR, Inc.",1357615,CIK0001357615,KBR
6810,"Preferred Apartment Communities, Inc.",1481832,CIK0001481832,APTS
6811,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,1163609,CIK0001163609,SDSYA
6812,CRONOS GROUP INC.,1656472,CIK0001656472,CRON
6813,SEZZLE INC.,1662991,CIK0001662991,SEZNL
6814,,0001578987,CIK0001578987,BANX
6815,EPSILON ENERGY LTD.,1726126,CIK0001726126,EPSN
6816,Levere Holdings Corp.,1841383,CIK0001841383,LVRA
6817,"CHEFS’ WAREHOUSE, INC.",1517175,CIK0001517175,CHEF
6818,MUELLER INDUSTRIES INC,89439,CIK0000089439,MLI
6819,COSAN S.A.,1430162,CIK0001430162,CSAN
6820,"SRAX, Inc.",1538217,CIK0001538217,SRAX
6821,AMCOR PLC,1748790,CIK0001748790,AMCCF
6822,"VECTOR 21 HOLDINGS, INC.",0001916879,CIK0001916879,VHLD
6823,"SI-BONE, INC.",1459839,CIK0001459839,SIBN
